United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
5503,Estimates,Sierra Leone,,694,Country/Area,914,1985,338,267,226,191,160,132,112,99,87,75,65,55,45,34,23,13,6,2,0,0,0
5504,Estimates,Sierra Leone,,694,Country/Area,914,1986,351,276,233,197,165,136,115,100,89,77,66,56,45,34,23,13,6,2,1,0,0
5505,Estimates,Sierra Leone,,694,Country/Area,914,1987,363,287,240,204,170,141,118,102,91,79,67,57,46,35,24,14,7,2,1,0,0
5506,Estimates,Sierra Leone,,694,Country/Area,914,1988,373,297,248,211,176,146,121,104,92,81,69,58,47,36,24,14,7,2,1,0,0
5507,Estimates,Sierra Leone,,694,Country/Area,914,1989,380,306,255,217,181,150,124,106,93,82,70,59,48,36,25,14,7,2,1,0,0
5508,Estimates,Sierra Leone,,694,Country/Area,914,1990,382,311,260,222,185,153,126,107,94,83,71,59,48,37,25,14,7,2,1,0,0
5509,Estimates,Sierra Leone,,694,Country/Area,914,1991,386,314,262,223,186,155,127,107,93,82,70,59,48,37,25,15,7,2,1,0,0
5510,Estimates,Sierra Leone,,694,Country/Area,914,1992,386,316,264,223,187,155,127,106,92,81,70,58,47,36,25,15,7,3,1,0,0
5511,Estimates,Sierra Leone,,694,Country/Area,914,1993,383,315,264,222,187,154,127,105,91,80,69,58,47,36,25,15,7,3,1,0,0
5512,Estimates,Sierra Leone,,694,Country/Area,914,1994,380,313,265,222,187,154,127,105,90,79,69,57,46,35,24,14,7,2,1,0,0
5513,Estimates,Sierra Leone,,694,Country/Area,914,1995,379,311,266,223,187,155,128,105,89,78,68,57,46,35,24,14,7,2,1,0,0
5514,Estimates,Sierra Leone,,694,Country/Area,914,1996,380,313,267,224,188,155,128,105,88,77,68,56,45,35,24,14,7,2,1,0,0
5515,Estimates,Sierra Leone,,694,Country/Area,914,1997,379,316,269,227,189,157,129,106,88,77,67,56,45,34,24,14,7,3,1,0,0
5516,Estimates,Sierra Leone,,694,Country/Area,914,1998,379,320,273,231,191,159,131,108,89,77,67,57,45,35,24,14,7,3,1,0,0
5517,Estimates,Sierra Leone,,694,Country/Area,914,1999,384,326,278,237,195,162,134,110,91,77,68,58,46,35,24,14,7,2,1,0,0
5518,Estimates,Sierra Leone,,694,Country/Area,914,2000,397,333,286,245,201,167,138,114,93,79,69,59,47,36,24,14,7,2,1,0,0
5519,Estimates,Sierra Leone,,694,Country/Area,914,2001,411,346,296,254,210,174,143,118,97,81,70,60,48,36,25,15,7,3,1,0,0
5520,Estimates,Sierra Leone,,694,Country/Area,914,2002,428,361,310,266,221,182,150,124,102,84,72,62,50,38,26,15,7,3,1,0,0
5521,Estimates,Sierra Leone,,694,Country/Area,914,2003,446,377,325,279,233,191,158,130,107,88,75,64,52,39,27,16,8,3,1,0,0
5522,Estimates,Sierra Leone,,694,Country/Area,914,2004,465,392,340,291,245,200,166,136,112,92,78,66,54,41,28,16,8,3,1,0,0
5523,Estimates,Sierra Leone,,694,Country/Area,914,2005,480,405,353,304,256,209,173,142,117,96,80,68,56,42,29,17,8,3,1,0,0
5524,Estimates,Sierra Leone,,694,Country/Area,914,2006,496,418,364,313,265,218,179,147,121,99,82,70,57,43,30,18,8,3,1,0,0
5525,Estimates,Sierra Leone,,694,Country/Area,914,2007,508,429,373,322,273,225,185,152,125,102,84,71,58,44,30,18,9,3,1,0,0
5526,Estimates,Sierra Leone,,694,Country/Area,914,2008,516,439,381,330,280,233,190,157,128,105,86,71,59,45,31,18,9,3,1,0,0
5527,Estimates,Sierra Leone,,694,Country/Area,914,2009,522,449,389,338,288,240,195,161,132,108,88,73,60,46,31,18,9,3,1,0,0
5528,Estimates,Sierra Leone,,694,Country/Area,914,2010,528,457,398,347,295,248,202,166,136,111,90,74,61,47,32,19,9,3,1,0,0
5529,Estimates,Sierra Leone,,694,Country/Area,914,2011,536,467,407,354,303,255,208,171,140,114,92,75,61,48,33,19,9,3,1,0,0
5530,Estimates,Sierra Leone,,694,Country/Area,914,2012,541,478,416,362,311,262,215,176,144,117,95,77,62,48,33,20,10,4,1,0,0
5531,Estimates,Sierra Leone,,694,Country/Area,914,2013,544,488,426,370,319,269,222,181,148,121,98,78,63,49,34,20,10,4,1,0,0
5532,Estimates,Sierra Leone,,694,Country/Area,914,2014,547,498,436,379,327,276,230,186,153,124,101,80,64,50,35,20,10,4,1,0,0
5533,Estimates,Sierra Leone,,694,Country/Area,914,2015,551,506,446,388,335,284,237,192,158,128,104,83,65,51,36,21,10,3,1,0,0
5534,Estimates,Sierra Leone,,694,Country/Area,914,2016,554,514,456,397,343,291,244,199,162,132,107,85,67,51,36,22,10,4,1,0,0
5535,Estimates,Sierra Leone,,694,Country/Area,914,2017,559,521,467,406,351,299,251,206,167,136,110,87,68,52,37,22,11,4,1,0,0
5536,Estimates,Sierra Leone,,694,Country/Area,914,2018,566,525,477,415,359,307,258,213,172,140,113,90,69,53,38,23,11,4,1,0,0
5537,Estimates,Sierra Leone,,694,Country/Area,914,2019,572,529,487,426,367,315,265,220,177,145,117,93,71,54,38,23,11,4,1,0,0
5538,Estimates,Sierra Leone,,694,Country/Area,914,2020,578,533,495,436,376,323,272,227,183,149,120,95,73,55,39,24,11,4,1,0,0
5539,Estimates,Togo,,768,Country/Area,914,1950,118,92,79,69,60,52,45,40,33,27,23,20,17,13,9,5,2,0,0,0,0
5540,Estimates,Togo,,768,Country/Area,914,1951,123,95,81,71,61,53,46,41,34,28,24,20,17,13,9,5,2,1,0,0,0
5541,Estimates,Togo,,768,Country/Area,914,1952,125,97,82,72,62,54,47,41,35,28,24,20,17,13,9,5,2,1,0,0,0
5542,Estimates,Togo,,768,Country/Area,914,1953,125,99,83,72,62,54,47,41,35,29,24,20,17,13,8,5,2,1,0,0,0
5543,Estimates,Togo,,768,Country/Area,914,1954,126,100,84,73,63,54,47,41,36,29,24,20,16,13,8,5,2,1,0,0,0
5544,Estimates,Togo,,768,Country/Area,914,1955,127,100,85,74,64,55,48,41,36,30,24,20,16,12,8,4,2,0,0,0,0
5545,Estimates,Togo,,768,Country/Area,914,1956,130,102,86,75,64,55,48,41,36,30,25,20,16,12,8,4,2,0,0,0,0
5546,Estimates,Togo,,768,Country/Area,914,1957,132,104,88,76,65,56,48,42,37,31,25,20,16,12,8,4,2,0,0,0,0
5547,Estimates,Togo,,768,Country/Area,914,1958,134,106,90,77,66,57,49,42,37,32,25,20,16,12,8,4,2,0,0,0,0
5548,Estimates,Togo,,768,Country/Area,914,1959,137,108,91,78,67,58,50,43,37,32,26,21,16,12,8,4,2,0,0,0,0
5549,Estimates,Togo,,768,Country/Area,914,1960,139,109,93,80,68,58,50,43,37,33,27,21,17,12,8,4,1,0,0,0,0
5550,Estimates,Togo,,768,Country/Area,914,1961,142,111,94,80,69,59,50,43,37,33,27,21,17,12,8,4,2,0,0,0,0
5551,Estimates,Togo,,768,Country/Area,914,1962,144,113,95,81,69,59,51,44,38,33,27,22,17,12,8,4,2,0,0,0,0
5552,Estimates,Togo,,768,Country/Area,914,1963,145,115,96,82,70,60,51,44,38,33,28,22,17,12,8,4,2,0,0,0,0
5553,Estimates,Togo,,768,Country/Area,914,1964,149,117,98,84,71,61,52,45,38,33,28,22,17,12,8,4,2,0,0,0,0
5554,Estimates,Togo,,768,Country/Area,914,1965,155,120,101,86,73,63,53,46,39,34,29,23,18,13,8,4,2,0,0,0,0
5555,Estimates,Togo,,768,Country/Area,914,1966,162,125,104,89,76,65,55,47,40,35,30,24,18,13,8,5,2,0,0,0,0
5556,Estimates,Togo,,768,Country/Area,914,1967,171,132,109,93,79,67,57,49,42,36,31,25,19,14,9,5,2,0,0,0,0
5557,Estimates,Togo,,768,Country/Area,914,1968,180,140,115,97,83,70,60,51,44,37,32,27,20,14,9,5,2,0,0,0,0
5558,Estimates,Togo,,768,Country/Area,914,1969,189,146,120,102,86,73,62,53,45,39,33,28,21,15,10,5,2,0,0,0,0
5559,Estimates,Togo,,768,Country/Area,914,1970,196,153,125,106,90,76,65,55,47,40,34,29,22,16,10,5,2,0,0,0,0
5560,Estimates,Togo,,768,Country/Area,914,1971,205,159,130,109,92,78,66,56,48,41,35,30,23,16,10,5,2,1,0,0,0
5561,Estimates,Togo,,768,Country/Area,914,1972,212,165,134,112,95,80,68,58,49,42,36,30,24,17,10,6,2,1,0,0,0
5562,Estimates,Togo,,768,Country/Area,914,1973,218,170,138,115,97,82,69,59,50,43,36,30,24,17,11,6,2,1,0,0,0
5563,Estimates,Togo,,768,Country/Area,914,1974,223,174,142,117,99,83,71,60,51,43,37,31,25,18,11,6,2,1,0,0,0
5564,Estimates,Togo,,768,Country/Area,914,1975,229,178,146,120,101,85,72,61,52,44,37,31,25,18,11,6,2,1,0,0,0
5565,Estimates,Togo,,768,Country/Area,914,1976,235,184,149,123,103,87,73,62,53,45,38,32,26,19,12,6,2,1,0,0,0
5566,Estimates,Togo,,768,Country/Area,914,1977,240,189,153,126,105,88,74,63,53,45,38,32,26,19,12,6,3,1,0,0,0
5567,Estimates,Togo,,768,Country/Area,914,1978,245,195,158,130,107,90,76,64,54,46,39,32,26,20,12,7,3,1,0,0,0
5568,Estimates,Togo,,768,Country/Area,914,1979,251,200,163,134,110,92,78,66,56,47,40,33,27,20,13,7,3,1,0,0,0
5569,Estimates,Togo,,768,Country/Area,914,1980,259,206,168,138,113,94,80,67,57,48,40,34,27,21,13,7,3,1,0,0,0
5570,Estimates,Togo,,768,Country/Area,914,1981,268,214,175,143,117,97,82,69,58,49,41,34,28,21,14,7,3,1,0,0,0
5571,Estimates,Togo,,768,Country/Area,914,1982,277,223,182,149,122,101,85,71,60,51,43,35,29,22,14,8,3,1,0,0,0
5572,Estimates,Togo,,768,Country/Area,914,1983,286,232,190,155,127,104,88,74,62,52,44,36,29,22,15,8,3,1,0,0,0
5573,Estimates,Togo,,768,Country/Area,914,1984,295,241,198,162,132,109,91,76,64,54,45,38,30,23,16,8,3,1,0,0,0
5574,Estimates,Togo,,768,Country/Area,914,1985,304,249,207,169,138,113,94,79,66,56,47,39,31,24,17,9,4,1,0,0,0
5575,Estimates,Togo,,768,Country/Area,914,1986,313,259,214,176,143,117,97,81,68,58,48,40,32,24,17,9,4,1,0,0,0
5576,Estimates,Togo,,768,Country/Area,914,1987,321,268,222,182,149,121,100,84,70,59,49,41,33,25,17,10,4,1,0,0,0
5577,Estimates,Togo,,768,Country/Area,914,1988,327,276,231,190,154,125,103,86,73,61,51,42,34,26,18,10,4,1,0,0,0
5578,Estimates,Togo,,768,Country/Area,914,1989,332,283,239,197,160,130,106,89,75,62,52,43,35,27,18,11,4,1,0,0,0
5579,Estimates,Togo,,768,Country/Area,914,1990,336,289,246,204,165,134,110,91,77,64,54,44,36,27,19,11,4,1,0,0,0
5580,Estimates,Togo,,768,Country/Area,914,1991,341,297,253,210,170,138,112,93,78,66,55,45,36,28,19,11,5,1,0,0,0
5581,Estimates,Togo,,768,Country/Area,914,1992,344,303,261,216,175,141,115,95,80,67,56,46,37,28,20,12,5,1,0,0,0
5582,Estimates,Togo,,768,Country/Area,914,1993,347,309,268,223,180,144,117,97,81,69,57,47,38,29,20,12,5,2,0,0,0
5583,Estimates,Togo,,768,Country/Area,914,1994,351,314,276,231,186,148,120,99,83,70,59,48,39,30,20,12,5,2,0,0,0
5584,Estimates,Togo,,768,Country/Area,914,1995,357,319,284,240,193,153,124,101,85,72,60,50,40,30,21,12,5,1,0,0,0
5585,Estimates,Togo,,768,Country/Area,914,1996,364,324,291,249,202,160,129,105,87,74,62,51,41,31,21,12,6,2,0,0,0
5586,Estimates,Togo,,768,Country/Area,914,1997,373,329,297,258,211,168,134,109,90,76,63,52,41,31,22,13,6,2,0,0,0
5587,Estimates,Togo,,768,Country/Area,914,1998,384,334,303,266,221,177,140,114,94,78,65,53,43,32,22,13,6,2,0,0,0
5588,Estimates,Togo,,768,Country/Area,914,1999,397,339,309,275,231,186,147,119,97,81,67,55,44,33,22,13,6,2,0,0,0
5589,Estimates,Togo,,768,Country/Area,914,2000,409,343,313,282,240,195,154,124,101,83,69,57,45,34,23,13,6,2,0,0,0
5590,Estimates,Togo,,768,Country/Area,914,2001,424,351,318,287,247,202,160,128,104,86,71,58,46,34,23,13,6,2,0,0,0
5591,Estimates,Togo,,768,Country/Area,914,2002,437,360,322,292,254,209,166,133,107,88,73,60,47,35,24,14,6,2,0,0,0
5592,Estimates,Togo,,768,Country/Area,914,2003,449,370,325,297,260,216,173,137,111,90,75,61,48,36,24,14,6,2,0,0,0
5593,Estimates,Togo,,768,Country/Area,914,2004,460,381,330,302,266,223,179,142,114,93,77,63,49,37,25,14,6,2,0,0,0
5594,Estimates,Togo,,768,Country/Area,914,2005,473,391,336,307,272,230,186,147,118,96,79,64,51,38,25,14,6,2,0,0,0
5595,Estimates,Togo,,768,Country/Area,914,2006,486,403,343,310,278,237,193,153,122,99,81,66,52,38,26,15,6,2,0,0,0
5596,Estimates,Togo,,768,Country/Area,914,2007,499,416,351,314,283,244,200,159,127,102,83,68,53,39,26,15,7,2,0,0,0
5597,Estimates,Togo,,768,Country/Area,914,2008,510,430,361,318,289,250,207,166,131,105,85,69,55,40,27,15,7,2,0,0,0
5598,Estimates,Togo,,768,Country/Area,914,2009,521,443,372,323,294,257,215,172,136,109,88,71,56,41,28,15,7,2,0,0,0
5599,Estimates,Togo,,768,Country/Area,914,2010,532,457,383,330,298,263,222,179,142,113,91,73,58,43,28,16,6,2,0,0,0
5600,Estimates,Togo,,768,Country/Area,914,2011,541,470,395,337,303,269,229,186,147,117,94,75,59,44,29,16,7,2,0,0,0
5601,Estimates,Togo,,768,Country/Area,914,2012,550,483,409,345,307,275,236,194,154,122,97,78,61,45,30,17,7,2,0,0,0
5602,Estimates,Togo,,768,Country/Area,914,2013,558,496,422,355,311,281,243,201,160,126,101,80,63,46,31,17,7,2,0,0,0
5603,Estimates,Togo,,768,Country/Area,914,2014,565,507,436,366,316,286,250,208,167,131,104,83,65,48,32,18,8,2,0,0,0
5604,Estimates,Togo,,768,Country/Area,914,2015,572,517,449,378,323,291,256,216,174,137,108,86,67,50,33,18,8,2,0,0,0
5605,Estimates,Togo,,768,Country/Area,914,2016,578,528,463,390,330,295,262,223,181,142,112,88,69,51,34,19,8,2,0,0,0
5606,Estimates,Togo,,768,Country/Area,914,2017,585,537,475,403,339,300,268,230,188,148,116,91,71,52,35,20,9,3,0,0,0
5607,Estimates,Togo,,768,Country/Area,914,2018,593,545,488,416,348,304,274,237,195,155,121,95,73,54,36,20,9,3,0,0,0
5608,Estimates,Togo,,768,Country/Area,914,2019,600,552,500,430,359,309,279,243,202,161,126,98,76,56,38,21,9,3,0,0,0
5609,Estimates,Togo,,768,Country/Area,914,2020,608,559,510,444,371,315,284,249,209,168,131,102,78,58,39,22,9,2,0,0,0
5610,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1950,7745,5874,5469,5118,4571,3728,3078,2851,2605,2183,1928,1465,1244,883,640,324,147,54,18,3,0
5611,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1951,8202,6037,5487,5164,4670,3860,3144,2860,2645,2232,1964,1512,1255,907,646,344,152,57,19,4,0
5612,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1952,8644,6237,5511,5213,4755,4002,3231,2867,2676,2296,1985,1580,1257,944,646,367,154,59,19,4,0
5613,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1953,9032,6473,5554,5267,4833,4150,3340,2881,2702,2371,2002,1659,1261,987,647,389,156,59,18,5,0
5614,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1954,9368,6730,5630,5321,4909,4295,3465,2913,2726,2443,2031,1735,1279,1026,657,405,159,56,16,4,0
5615,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1955,9691,6982,5741,5374,4986,4429,3601,2969,2750,2505,2078,1796,1319,1056,679,415,164,52,12,3,0
5616,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1956,10126,7332,5856,5386,5033,4531,3732,3032,2757,2541,2123,1828,1361,1066,702,423,181,56,14,3,0
5617,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1957,10414,7733,6033,5407,5088,4625,3881,3123,2768,2575,2188,1851,1425,1069,735,427,197,59,15,3,0
5618,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1958,10623,8158,6264,5442,5144,4710,4036,3234,2785,2605,2263,1871,1500,1073,771,431,210,61,16,3,0
5619,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1959,10824,8568,6539,5506,5191,4785,4184,3359,2816,2630,2333,1899,1570,1090,802,440,217,63,15,3,0
5620,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1960,11075,8916,6848,5611,5228,4853,4316,3493,2869,2652,2392,1944,1626,1127,825,455,218,63,13,2,0
5621,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1961,11321,9315,7175,5742,5258,4915,4428,3633,2937,2663,2431,1992,1659,1169,835,479,229,74,15,2,0
5622,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1962,11609,9652,7552,5908,5278,4973,4522,3782,3025,2670,2462,2054,1679,1227,839,505,235,83,17,3,0
5623,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1963,11932,9916,7969,6113,5301,5027,4603,3933,3132,2681,2487,2121,1698,1291,843,532,238,88,18,3,0
5624,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1964,12257,10128,8392,6365,5353,5073,4678,4078,3255,2709,2510,2185,1727,1351,859,553,243,91,19,3,0
5625,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1965,12571,10327,8774,6668,5447,5111,4751,4211,3390,2761,2532,2239,1773,1401,892,567,251,89,17,2,0
5626,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1966,12953,10623,9072,6996,5564,5125,4802,4317,3525,2826,2540,2275,1817,1430,929,578,271,96,22,3,0
5627,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1967,13249,10941,9347,7383,5722,5138,4855,4409,3673,2916,2549,2308,1875,1452,979,583,292,101,25,3,0
5628,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1968,13488,11265,9612,7800,5922,5160,4908,4489,3825,3026,2564,2338,1940,1475,1033,589,310,104,28,4,0
5629,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1969,13720,11572,9884,8205,6166,5209,4952,4561,3971,3149,2596,2364,2003,1507,1084,603,321,106,28,4,0
5630,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1970,13988,11832,10168,8572,6456,5294,4984,4626,4099,3282,2650,2387,2057,1552,1127,629,326,108,26,3,0
5631,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1971,14317,12153,10433,8866,6772,5407,5005,4681,4205,3418,2716,2403,2094,1597,1153,662,338,122,30,4,0
5632,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1972,14616,12468,10720,9133,7134,5550,5019,4737,4293,3566,2805,2416,2129,1652,1175,701,344,135,32,5,0
5633,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1973,14907,12768,11026,9389,7516,5726,5039,4792,4367,3716,2914,2432,2164,1712,1199,740,348,144,34,7,0
5634,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1974,15209,13047,11339,9656,7886,5943,5081,4839,4435,3856,3038,2463,2197,1771,1232,776,356,148,34,7,0
5635,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1975,15545,13303,11644,9947,8225,6202,5156,4875,4500,3981,3172,2516,2228,1826,1278,807,369,146,33,5,0
5636,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1976,15938,13629,11924,10222,8540,6515,5259,4897,4558,4079,3299,2579,2236,1857,1315,831,396,155,40,6,0
5637,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1977,16307,13964,12213,10514,8826,6873,5395,4910,4620,4163,3436,2664,2242,1889,1359,850,423,160,46,7,1
5638,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1978,16671,14300,12513,10825,9095,7253,5573,4927,4682,4238,3578,2768,2254,1921,1407,869,448,162,50,8,1
5639,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1979,17055,14634,12826,11147,9369,7624,5798,4968,4737,4310,3714,2885,2285,1952,1456,895,466,164,50,8,1
5640,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1980,17483,14961,13149,11475,9666,7968,6068,5047,4780,4385,3839,3013,2340,1982,1503,928,480,167,46,7,1
5641,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1981,17965,15346,13449,11776,9986,8317,6408,5169,4804,4449,3934,3136,2399,1992,1533,963,502,186,51,8,1
5642,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1982,18422,15761,13770,12080,10319,8640,6794,5340,4825,4519,4022,3269,2481,2002,1565,1001,519,202,54,10,1
5643,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1983,18856,16192,14110,12388,10658,8943,7201,5562,4854,4587,4105,3405,2582,2017,1599,1040,534,213,56,12,1
5644,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1984,19262,16619,14466,12698,10990,9243,7594,5833,4913,4644,4186,3534,2696,2048,1632,1079,550,220,56,12,1
5645,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1985,19640,17023,14831,13012,11309,9550,7956,6142,5015,4689,4266,3652,2817,2102,1663,1116,569,222,52,9,1
5646,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1986,20071,17481,15191,13300,11608,9864,8271,6437,5140,4712,4329,3756,2935,2159,1671,1144,600,240,62,10,1
5647,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1987,20394,17950,15580,13594,11894,10187,8568,6770,5299,4729,4390,3850,3064,2237,1678,1172,629,252,70,12,1
5648,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1988,20635,18414,15996,13903,12170,10508,8853,7127,5490,4753,4447,3934,3197,2334,1690,1198,655,259,75,13,1
5649,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1989,20828,18855,16435,14235,12443,10817,9143,7485,5713,4804,4495,4011,3327,2445,1721,1223,676,265,75,13,1
5650,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1990,20996,19250,16892,14599,12725,11110,9444,7827,5972,4892,4533,4083,3448,2567,1775,1245,694,269,70,10,1
5651,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1991,21119,19629,17338,14969,13031,11411,9754,8159,6285,5022,4555,4147,3540,2669,1836,1258,721,294,81,12,1
5652,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1992,21200,19960,17801,15368,13340,11705,10073,8468,6642,5187,4580,4205,3630,2782,1910,1273,743,313,88,15,1
5653,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1993,21250,20229,18270,15795,13653,11995,10397,8762,7022,5388,4622,4254,3719,2901,1993,1297,762,324,93,18,1
5654,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1994,21275,20433,18718,16242,13977,12283,10715,9056,7397,5625,4696,4291,3805,3021,2083,1337,777,330,93,18,1
5655,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1995,21292,20580,19116,16700,14322,12568,11020,9359,7749,5899,4807,4323,3883,3138,2182,1392,791,332,88,14,1
5656,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1996,21323,20739,19430,17165,14743,12867,11306,9645,8051,6191,4916,4363,3930,3222,2274,1430,812,356,102,16,1
5657,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1997,21359,20854,19703,17610,15179,13177,11583,9943,8326,6520,5054,4398,3977,3303,2373,1477,826,374,112,20,1
5658,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1998,21402,20924,19948,18026,15620,13509,11855,10250,8585,6866,5230,4430,4028,3382,2474,1538,836,385,117,23,1
5659,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,1999,21450,20959,20169,18403,16057,13869,12131,10557,8847,7203,5449,4476,4081,3461,2574,1614,848,388,117,23,2
5660,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2000,21501,20980,20356,18746,16485,14256,12424,10856,9126,7519,5707,4552,4131,3540,2672,1702,871,385,111,18,2
5661,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2001,21585,21033,20509,19102,16932,14641,12720,11120,9397,7804,5984,4669,4148,3590,2742,1766,915,404,127,21,2
5662,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2002,21660,21081,20624,19428,17377,15052,13032,11381,9684,8063,6296,4821,4164,3645,2817,1834,959,414,137,26,2
5663,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2003,21748,21127,20716,19721,17812,15490,13363,11650,9982,8306,6629,5006,4192,3702,2896,1907,1003,420,143,29,2
5664,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2004,21886,21174,20797,19977,18228,15946,13719,11935,10280,8552,6957,5221,4248,3758,2977,1986,1045,425,141,29,2
5665,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2005,22108,21225,20872,20194,18620,16412,14106,12242,10575,8815,7262,5466,4340,3810,3059,2070,1090,431,132,23,2
5666,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2006,22378,21302,20911,20375,19011,16893,14536,12563,10870,9102,7545,5742,4447,3831,3114,2141,1153,467,146,26,2
5667,Estimates,NORTHERN AFRICA AND WESTERN ASIA,,1833,SDG region,1828,2007,22723,21404,20949,20510,19369,17377,15000,12902,11164,9409,7803,6055,4587,3850,3173,2213,1215,497,155,32,2
